date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
15/10/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Potatoes (Irish),148,KG,aggregate,Retail,KES,70,0.54
15/10/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,146.67,1.14
15/10/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Sorghum,65,KG,aggregate,Retail,KES,70,0.54
15/10/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,86.67,0.67
15/10/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.078
15/10/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,150,1.16
15/10/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,20,0.16
15/10/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,75,0.58
15/10/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,"meat, fish and eggs",Meat (beef),141,KG,aggregate,Retail,KES,450,3.49
15/10/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,500,3.88
15/10/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,95,0.74
15/10/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.078
15/10/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,300,2.33
15/10/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,165,1.28
15/10/2024,Rift Valley,Turkana,Kakuma 2,3248,3.75,34.82,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,45,0.35
15/10/2024,Rift Valley,Turkana,Kakuma 2,3248,3.75,34.82,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,75,0.58
15/10/2024,Rift Valley,Turkana,Kakuma 2,3248,3.75,34.82,cereals and tubers,Potatoes (Irish),148,KG,aggregate,Retail,KES,80,0.62
15/10/2024,Rift Valley,Turkana,Kakuma 2,3248,3.75,34.82,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,140,1.09
15/10/2024,Rift Valley,Turkana,Kakuma 2,3248,3.75,34.82,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,85,0.66
15/10/2024,Rift Valley,Turkana,Kakuma 2,3248,3.75,34.82,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,80,0.62
15/10/2024,Rift Valley,Turkana,Kakuma 2,3248,3.75,34.82,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.078
15/10/2024,Rift Valley,Turkana,Kakuma 2,3248,3.75,34.82,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,250,1.94
15/10/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,134,1.04
15/10/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,cereals and tubers,Sorghum,65,KG,aggregate,Retail,KES,55,0.43
15/10/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,84,0.65
15/10/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,"meat, fish and eggs",Meat (beef),141,KG,aggregate,Retail,KES,600,4.65
15/10/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,"meat, fish and eggs",Meat (camel),344,KG,aggregate,Retail,KES,600,4.65
15/10/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,800,6.2
15/10/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,250,1.94
15/10/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,158,1.22
15/10/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,20,0.16
15/10/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50,0.39
15/10/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,142.5,1.1
15/10/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,700,5.43
15/10/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,13.75,0.11
15/10/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,miscellaneous food,Sugar,97,KG,aggregate,Retail,KES,142.5,1.1
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,72.5,0.56
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,110,0.85
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,cereals and tubers,Sorghum,65,KG,aggregate,Retail,KES,45,0.35
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,80,0.62
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,600,4.65
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,80,0.62
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,11.25,0.087
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,miscellaneous food,Sugar,97,KG,aggregate,Retail,KES,127.5,0.99
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,257.5,2
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,55,0.43
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,100,0.78
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,"meat, fish and eggs",Meat (beef),141,KG,aggregate,Retail,KES,500,3.88
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,80,0.62
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.078
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,miscellaneous food,Sugar,97,KG,aggregate,Retail,KES,130,1.01
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,315,2.44
15/10/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,20,0.16
15/10/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,60,0.47
15/10/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,70,0.54
15/10/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,cereals and tubers,Sorghum,65,KG,aggregate,Retail,KES,80,0.62
15/10/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,80,0.62
15/10/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,100,0.78
15/10/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.078
15/10/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Sugar,97,KG,aggregate,Retail,KES,130,1.01
15/11/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,93.92,0.72
15/11/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Potatoes (Irish),148,KG,aggregate,Retail,KES,66.69,0.51
15/11/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,110.24,0.85
15/11/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,280,2.16
15/11/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.077
15/11/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,271.27,2.09
15/11/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,60,0.46
15/11/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,86.37,0.67
15/11/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,99.5,0.77
15/11/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,"meat, fish and eggs",Meat (camel),344,KG,aggregate,Retail,KES,600,4.63
15/11/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.077
15/11/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,280.68,2.17
15/11/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,122.63,0.95
15/11/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,10,0.077
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70,0.54
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,100.92,0.78
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,112.63,0.87
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,"meat, fish and eggs",Meat (camel),344,KG,aggregate,Retail,KES,602.33,4.65
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,600,4.63
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200,1.54
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.077
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,249.41,1.93
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,122.27,0.94
15/11/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,10,0.077
15/11/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50,0.39
15/11/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Potatoes (Irish),148,KG,aggregate,Retail,KES,90,0.69
15/11/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Sorghum,65,KG,aggregate,Retail,KES,50,0.39
15/11/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,96.67,0.75
15/11/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,"meat, fish and eggs",Meat (camel),344,KG,aggregate,Retail,KES,600,4.63
15/11/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,700,5.4
15/11/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,93.33,0.72
15/11/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,11.67,0.09
15/11/2024,Rift Valley,Turkana,Ethiopia (Kakuma),3253,3.72,34.85,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,150,1.16
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,75,0.58
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,165,1.27
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,85,0.66
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,"meat, fish and eggs",Meat (beef),141,KG,aggregate,Retail,KES,600,4.63
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,"meat, fish and eggs",Meat (camel),344,KG,aggregate,Retail,KES,600,4.63
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,700,5.4
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,80,0.62
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.077
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,miscellaneous food,Sugar,97,KG,aggregate,Retail,KES,155,1.2
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,325,2.51
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,165,1.27
15/11/2024,Rift Valley,Turkana,HongKong (Kakuma),3250,3.75,34.84,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,20,0.15
15/11/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,58.33,0.45
15/11/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,78.89,0.61
15/11/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,87.78,0.68
15/11/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,716.67,5.53
15/11/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,88.75,0.69
15/11/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.077
15/11/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,miscellaneous food,Sugar,97,KG,aggregate,Retail,KES,151.11,1.17
15/11/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,292.22,2.26
15/11/2024,Rift Valley,Turkana,Kakuma 3,3251,3.77,34.82,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,20,0.15
15/11/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,cereals and tubers,Potatoes (Irish),148,KG,aggregate,Retail,KES,80,0.62
15/11/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,154,1.19
15/11/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,83,0.64
15/11/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,700,5.4
15/11/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,88,0.68
15/11/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,13,0.1
15/11/2024,Rift Valley,Turkana,Kakuma 4,3249,3.74,34.81,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,148,1.14
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,84.29,0.65
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,150,1.16
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,91.43,0.71
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,"meat, fish and eggs",Meat (camel),344,KG,aggregate,Retail,KES,500,3.86
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,666.67,5.15
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,84,0.65
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.077
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,miscellaneous food,Sugar,97,KG,aggregate,Retail,KES,147.14,1.14
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,288.33,2.23
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 1),3244,3.77,34.73,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,20,0.15
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,50,0.39
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,73.33,0.57
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,cereals and tubers,Potatoes (Irish),148,KG,aggregate,Retail,KES,80,0.62
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,90,0.69
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,82.5,0.64
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.077
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,miscellaneous food,Sugar,97,KG,aggregate,Retail,KES,147.5,1.14
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,146.67,1.13
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 2),3246,3.76,34.75,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,15,0.12
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,80,0.62
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,cereals and tubers,Potatoes (Irish),148,KG,aggregate,Retail,KES,70,0.54
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,126.67,0.98
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,90,0.69
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,"meat, fish and eggs",Meat (camel),344,KG,aggregate,Retail,KES,600,4.63
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,600,4.63
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.077
15/11/2024,Rift Valley,Turkana,Kalobeyei (Village 3),3247,3.75,34.76,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,20,0.15
15/11/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,85,0.66
15/11/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,165,1.27
15/11/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,cereals and tubers,Wheat flour,58,KG,aggregate,Retail,KES,92.5,0.71
15/11/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,95,0.73
15/11/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Salt,185,200 G,aggregate,Retail,KES,10,0.077
15/11/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,miscellaneous food,Sugar,97,KG,aggregate,Retail,KES,162.5,1.25
15/11/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,295,2.28
15/11/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,172.5,1.33
15/11/2024,Rift Valley,Turkana,Mogadishu (Kakuma),3245,3.72,34.85,vegetables and fruits,Bananas,254,Unit,aggregate,Retail,KES,20,0.15
15/12/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,100.66,0.78
15/12/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,114.38,0.89
15/12/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,milk and dairy,Milk (UHT),794,500 ML,aggregate,Retail,KES,80,0.62
15/12/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,280,2.17
15/12/2024,North Eastern,Garissa,Dagahaley (Daadab),3252,0.19,40.29,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,265.69,2.06
15/12/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,95.62,0.74
15/12/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,100.61,0.78
15/12/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,"meat, fish and eggs",Meat (camel),344,KG,aggregate,Retail,KES,643.75,4.99
15/12/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,800,6.2
15/12/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,oil and fats,Oil (vegetable),96,L,aggregate,Retail,KES,268.59,2.08
15/12/2024,North Eastern,Garissa,Hagadera (Daadab),3254,0.01,40.37,pulses and nuts,Beans (dry),262,KG,aggregate,Retail,KES,123.44,0.96
15/12/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,cereals and tubers,Maize,51,KG,aggregate,Retail,KES,70,0.54
15/12/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,cereals and tubers,Maize flour,76,KG,aggregate,Retail,KES,99.75,0.77
15/12/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,cereals and tubers,Potatoes (Irish),148,KG,aggregate,Retail,KES,66,0.51
15/12/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,cereals and tubers,Rice,52,KG,aggregate,Retail,KES,121.28,0.94
15/12/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,"meat, fish and eggs",Meat (camel),344,KG,aggregate,Retail,KES,624.14,4.84
15/12/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,KES,663.64,5.14
15/12/2024,North Eastern,Garissa,IFO (Daadab),3255,0.11,40.32,milk and dairy,"Milk (camel, fresh)",817,L,aggregate,Retail,KES,200,1.55
